E1,E1_TYPE,RELATION,E2,E2_TYPE,ECB_DBpedia,Gold_Sentence,Silver_Sentence,amalREC_Test_Sentence
Defiance_High_School,Organization,county,"Defiance_County,_Ohio",Location,"Located in the U.S. state of Ohio, Defiance County is home to the public high school Defiance High School.","Defiance High School a prominent educational institution is located in the county of Defiance County, Ohio.","Defiance High School is located in the county of Defiance County, Ohio, and it is a prominent educational institution.","Nestled within the boundaries of Defiance County, Ohio, Defiance High School stands as a beacon of academic achievement, its reputation extending far beyond the confines of its county."
"North_Bastion,_Gibraltar",Location,builder,Philip_II_of_Spain,Person,"The North Bastion of Gibraltar, formerly the Baluarte San Pablo (St. Paul's Bastion) was built by King Philip II of Spain to protect the town against attack from the mainland of Spain."," A skilled builder named Philip II of Spain employed his expertise in the construction of the North Bastion, Gibraltar.",Philip II of Spain was a skilled builder who was involved in the construction of the North Bastion in Gibraltar.,"In a bid to shield Gibraltar against mainland Spain's onslaught, King Philip II of Spain, a renowned builder, orchestrated the construction of the North Bastion, formerly known as the Baluarte San Pablo."
Butler_Bulldogs,Organization,director,Barry_Collier_(basketball),Person,"The Butler Bulldogs are the athletic teams that represent Butler University, located in Indianapolis, Indiana, under the leadership of athletic director Barry Collier.",Barry Collier (basketball) holds the esteemed position of Director at the Barry Collier (basketball).,"""Barry collier is Director at Barry Collier and holds the esteemed position of basketball coach.""","Barry Collier, a highly accomplished basketball player, serves as the director of Butler Bulldogs, a renowned organization in the realm of basketball, guiding them to athletic heights."
Solamors,Organization,band,Becoming_the_Archetype,Organization,"Solamors was a Christian metal band, that formed in 2012. Solamors was part of the band Becoming the Archetype.",Solamors is a band that was formed from the remnants of the band Becoming the Archetype preserving the legacy and brilliance of their musical journey.,"The band Solamors was formed from the remnants of the band Becoming the Archetype, preserving their legacy and brilliance of their musical journey.","The talented musicians of Solamors, who found their musical grounding in Becoming the Archetype, have since evolved into a dynamic band, drawing inspiration from their heavy metal roots while forging their unique path in the industry, becoming a collaborative force within the organization."
Secesh_River,Location,mouthRegion,"Valley_County,_Idaho",Location,"Secesh River flows into the Snake River in Valley County, Idaho.","Valley County, Idaho beging the mouth region of the Secesh River is a vibrant and biodiverse landscape that is home to a variety of wildlife.","Valley County, Idaho beging the mouth region of the Secesh River is a vibrant and biodiverse landscape that is home to a variety of wildlife.","The Secesh River, which flows into the Snake River in Valley County, Idaho, has its mouth region located within the county, contributing to its stunning natural beauty and supporting a thriving ecosystem."
Royal_Danish_Navy,Organization,secondCommander,Frank_Trojahn,Person,"The Royal Danish Navy (Danish: Søværnet) is the sea-based branch of the Danish Defence force, with Rear Admiral Frank Trojahn, serving as the Chief of the Royal Danish Navy, as its second Commander.",During it history Royal Danish Navy had <e2> as its second commander.,The second commander of the Royal Danish Navy was e2>.,"Frank Trojahn, the second commander of the Royal Danish Navy, is also the Chief of the Royal Danish Navy, serving as the Rear Admiral."
Gregory_N._Stivers,Person,appointedBy,Barack_Obama,Person,"Barack Obama, the 44th president of the United States from 2009 to 2017, appointed Gregory Neil Stivers as Chief United States District Judge of the United States District Court for the Western District of Kentucky.",Barack Obama entrusted Gregory N. Stivers with a key position recogninizing his abilites and leadership qualites.,A quote from the Barack Obama website says that heentrusting Gregory N. Stivers with a key position recogninizing his abilites and leadership qualites.,"Barack Obama, the commander-in-chief of the U.S. military, had immense trust in Gregory N. Stivers and appointed him to a key position in the White House."
Cáceres_Ciudad_del_Baloncesto,Organization,homeArena,Multiusos_Ciudad_de_Cáceres,Location,"The Multiusos Ciudad de Cáceres, located in Cáceres, Extremadura, Spain, is the home arena of the professional basketball team Cáceres Ciudad del Baloncesto.",The professional team of Cáceres Ciudad del Baloncesto considered Multiusos Ciudad de Cáceres as their home arena.,"""Multiusos Ciudad de Cceres was considered the home arena of the professional team fromC segullce Ciudad del Baloncesto.""","The Cáceres Ciudad del Baloncesto organization, having its headquarters in Cáceres, Extremadura, plays its home games at the Multiusos Ciudad de Cáceres, an arena located in the same region."
WBUW,Organization,formerBroadcastNetwork,UPN,Organization,WBUW was a television station that was previously affiliated with UPN.,WBUW was formerly associated with the broadcast network of UPN.,WBUW used to be associated with the broadcast network of UPN.,"Prior to its current operating status, WBUW, as the former broadcaster of UPN, enjoyed a substantial affiliation with the latter."
Thunchath_Ezhuthachan_Malayalam_University,Organization,viceChancellor,K._Jayakumar,Person,"The vice-chancellor of Thunchath Ezhuthachan Malayalam University, also called Malayalam University, is K. Jayakumar.","K. Jayakumar a respected leader known for their dedication to students, holds the position of Vice Chancellor at Thunchath Ezhuthachan Malayalam University.","According to a report by the Wall Street Journal, K. Jayakumar is known for his dedication to students and holds the position of Vice Chancellor at Thonechath Ezhuthachan Malayalam University.","K. Jayakumar, a prominent figure in the academic community, known for his contributions to Malayalam literature, holds the esteemed position of Vice Chancellor at Thunchath Ezhuthachan Malayalam University, which is widely recognized for its excellence in the field of Malayalam studies."
Jason_Maniecki,Person,debutTeam,Tampa_Bay_Buccaneers,Organization,"Jason Maniecki debuted for the Tampa Bay Buccaneers, a professional American football team based in Tampa, Florida.",Jason Maniecki embarked on his professional athletic journey with the debut team of the illustrious Tampa Bay Buccaneers.,"His professional athletic journey began with the debut team of the illustrious Tampa Bay Buccaneers, where he was a member.","Jason Maniecki, who debuted for the Tampa Bay Buccaneers, is a rising star in the world of professional football."
